,id_fechou_probs,id_fechou
0,0.2860928632559745,0
1,0.8536312233818677,1
2,0.4838713013761364,0
3,0.5966526288214005,1
4,0.5549375438818326,1
5,0.5688661264850473,1
6,0.5365512893621394,1
7,0.6984166760869095,1
8,0.5026314630662663,1
9,0.7682488370356214,1
10,0.26510101741473097,0
11,0.22562798791740385,0
12,0.2994043512151825,0
13,0.23525882876987164,0
14,0.678038074082536,1
15,0.3112282628026144,0
16,0.5723148153955351,1
17,0.46301269054072713,0
18,0.534668995209879,1
19,0.2425389050789583,0
20,0.4013035738359887,0
21,0.6810015478058549,1
22,0.750439554790244,1
23,0.39574991295922884,0
24,0.685675173381424,1
25,0.6037587539364839,1
26,0.7696287447301997,1
27,0.25034071013070813,0
28,0.7652207415181463,1
29,1.1173012326265546,1
30,0.9691512425084836,1
31,-0.020326586674280278,0
32,0.8112615240527223,1
33,0.21068017605124523,0
34,0.6274826475906249,1
35,0.6963563974395641,1
36,0.5378048145246855,1
37,0.6670233530340792,1
38,0.5399219221442078,1
39,0.6479374238687949,1
40,0.20086810629429241,0
41,0.0602178560380493,0
42,0.22801193485289392,0
43,0.49247638089572743,0
44,0.4033264648402143,0
45,0.7962033757768348,1
46,0.4778984094588211,0
47,0.4744169705765878,0
48,0.506559799801402,1
49,0.2964967608887619,0
50,0.45453067056549884,0
51,0.4047618404087407,0
52,0.22832606615089748,0
53,0.6760564550743937,1
54,0.5735902021475482,1
55,0.6701753316406126,1
56,0.23292651964127073,0
57,0.6671020339433283,1
58,0.5762251512409787,1
59,0.381151491050096,0
60,0.5163999724359893,1
61,0.7875681680877854,1
62,0.2311368523144376,0
63,0.5885170738922924,1
64,0.5504802468017199,1
65,0.6807744019608886,1
66,0.9003909683338657,1
67,0.7895741935079896,1
68,0.3847097193403443,0
69,0.381656984680475,0
70,0.46588606331662896,0
71,0.4396102100899902,0
72,0.19117883077687742,0
73,0.32889923833426504,0
74,0.19307341140670892,0
75,1.0804563917395527,1
76,0.7482630875201187,1
77,0.6909595622957204,1
78,0.7765714478300441,1
79,0.6584269637195057,1
80,0.1336416340554587,0
81,0.6436801408354988,1
82,0.2872197447477254,0
83,0.36456989786370075,0
84,0.3657777075750169,0
85,0.33254456703169744,0
86,0.45656821384236573,0
87,0.18480599814383614,0
88,0.4355100288773464,0
89,0.32861626324826554,0
90,0.24140242134457088,0
91,0.7560814898637394,1
92,0.20132361621430422,0
93,0.7715437709492938,1
94,0.6090113548916398,1
95,0.7059722801667403,1
96,0.4376836994898541,0
97,0.7396888480437864,1
98,0.5347563970792929,1
99,0.5316242896638503,1
100,0.17851641944172003,0
101,0.5438344240590088,1
102,0.07412435952632035,0
103,0.5833210927642353,1
104,0.38483584261028,0
105,0.37266051761073965,0
106,0.10795677448158991,0
107,0.6666046979294007,1
108,0.5974148533222143,1
109,0.780044378064042,1
110,0.6451285048933386,1
111,0.335253453884042,0
112,0.3063104952424279,0
113,0.29476281950457073,0
114,0.6378988895664374,1
115,0.2742271709943904,0
116,0.5459959667756973,1
117,0.4098554536749762,0
118,0.5915850381670542,1
119,0.4680028117480232,0
120,0.5645494452826275,1
121,0.17770574341394763,0
122,0.10469874242344313,0
123,0.23803226966723878,0
124,0.46438759533079554,0
125,0.4580473816292552,0
126,0.42712099512972235,0
127,0.45990382750320613,0
128,0.5144973174794177,1
129,0.08346721620110525,0
130,0.2196088113719168,0
131,0.5651193442720163,1
132,0.8169960521677357,1
133,0.15545604722387685,0
134,0.8639955540273099,1
135,0.07234953153112911,0
136,0.4606807188964676,0
137,0.12314278002639317,0
138,0.6367902239617068,1
139,0.5839215170442627,1
140,0.061468855176104065,0
141,0.4584452565922891,0
142,0.43176941791895596,0
143,0.37611550796782683,0
144,0.16418309339408066,0
145,0.13711630682894904,0
146,0.7622310287154761,1
147,0.36260975313710975,0
148,0.556004633314803,1
149,0.42594344680429197,0
150,0.5459559041585611,1
151,0.7526747977625536,1
152,0.2733467289281775,0
153,0.13741052744533583,0
154,0.8569858662719136,1
155,0.5453449117171388,1
156,-0.01509678796018693,0
157,0.7166862068746472,1
158,0.7854132619828025,1
159,0.21298738199897987,0
160,0.40672931662632905,0
161,0.5993077401008945,1
162,0.38272468294948786,0
163,0.3048332820886884,0
164,0.19536422352390298,0
165,0.35937423162940274,0
166,0.4580636914990709,0
167,0.12641491632811447,0
168,0.41550431804733773,0
169,0.5319572789508451,1
170,0.31364439516564047,0
171,0.5467303215451197,1
172,0.32708191941591513,0
173,0.4655910820062106,0
174,0.29423359560480433,0
175,0.7772866229128812,1
176,0.2855676374026699,0
177,0.5290691194366439,1
178,0.5017704817918598,1
179,0.45884729989723777,0
180,0.596203258709925,1
181,0.8053518869997085,1
182,0.6076455907705067,1
183,0.7438679240014487,1
184,0.2567458266367698,0
185,0.390840850348707,0
186,0.7118942461672177,1
187,0.23317721156625357,0
188,0.44917825987929955,0
189,0.18961874523485267,0
190,0.6876319784482621,1
191,0.37181933095436914,0
192,0.568215584812247,1
193,0.7137285287810382,1
194,0.19622095680879503,0
195,-0.05408128313131194,0
196,0.6891213020110967,1
197,0.5155608986375075,1
198,0.22227149702138432,0
199,0.646389065925117,1
200,0.3816597000643938,0
201,0.6182103939272209,1
202,0.30259450322594295,0
203,0.12188926824018348,0
204,0.4975575228563913,0
205,0.6064210676619041,1
206,0.4645511670927754,0
207,0.23815579131274517,0
208,0.17625831262258074,0
209,0.25435003961162783,0
210,0.6556500874965988,1
211,0.5748334842636372,1
212,0.5819860904627847,1
213,0.17563613478899037,0
214,0.34601686616444416,0
215,0.314032486468245,0
216,0.46989268644000387,0
217,0.955297760325557,1
218,0.7345541718843348,1
219,0.3757447362592774,0
220,0.3706090405171338,0
221,0.13510157803051925,0
222,0.11802721426457008,0
223,0.10066142792407318,0
224,0.7350769282038014,1
